First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Luis,Carreon,Purchase,33,UTEP Basketball 20,5,Gold
Water,Bottle,Purchase,96,UTEP Miner Pride Week,5,Silver
Urvi,Beltran,Purchase,36,UTEP Basketball 23,4,Silver
Dak,Prescot,Purchase,38,UTEP Basketball 25,5,VIP
Malachi,Rosas,Purchase,55,UTEP Wind Symphony 11,3,Bronze
First,Last,Purchase,93,Miner Fest 2026,6,VIP
Water,Bottle,Purchase,63,Shakira Live,6,Gold
Aladdin,Disney,Purchase,114,Shakira World Tour 2026,5,VIP
Eugenio,Fernandez,Purchase,11,UTEP Football 11,3,Bronze
David,Bai,Purchase,113,UTEP Miners vs. UAB (Football),1,GA
Minnie,Mouse,Purchase,57,Taylor Swift Live,6,VIP
Donald,Duck,Purchase,10,UTEP Football 10,3,Silver
Carlos,Rappa,Purchase,84,Miner Choir Holiday Gala,6,Bronze
Beast,Disney,Purchase,53,UTEP Wind Symphony 9,2,VIP
Arturo,Flores,Purchase,59,Bad Bunny Live,2,VIP
Patty,Martinez,Purchase,4,UTEP Football 4,2,GA
Cruella,DeVil,Purchase,15,UTEP Basketball 2,1,Bronze
Minnie,Mouse,Purchase,17,UTEP Basketball 4,6,Gold
Simba,King,Purchase,44,UTEP Basketball 31,3,Bronze
Miguel,Renteria,Purchase,41,UTEP Basketball 28,1,Silver
Russel,Westbrook,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),2,VIP
Pinocchio,Disney,Purchase,118,UTEP Tech Expo,2,Gold
Simba,Disney,Purchase,71,UTEP Commencement 3,6,Gold
Jesus,Munoz,Purchase,109,UTEP Miners vs. New Mexico (Basketball),2,VIP
Cia,Martin,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),5,Gold
Ariel,Disney,Purchase,75,EDC,1,VIP
Belle,Disney,Purchase,1,UTEP Football 1,5,Silver
Jonathan,Gomez,Purchase,113,UTEP Miners vs. UAB (Football),4,Bronze
Sabina,Sosa,Purchase,16,UTEP Basketball 3,1,VIP
Kaa,Disney,Purchase,105,Miner Lights Winter Fest,4,Silver
Gael,Argumedo,Purchase,2,UTEP Football 2,4,GA
Dak,Prescot,Purchase,99,Ed Sheeran Mathematics Tour,6,Silver
Cindy,Zhu,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),1,VIP
Anisa,Hyder,Purchase,71,UTEP Commencement 3,5,GA
Luis,Armado,Purchase,14,UTEP Basketball 1,4,Gold
Abigail,Galarza,Purchase,63,Shakira Live,6,GA
Alex,Marquez,Purchase,107,The Weeknd: After Hours Til Dawn Tour,4,Silver
Emmanuel,Barraza-Villa,Purchase,9,UTEP Football 9,5,Gold
Jesus,Munoz,Purchase,26,UTEP Basketball 13,1,Silver
Brenden,Ucol,Purchase,93,Miner Fest 2026,4,VIP
George,Lopez,Purchase,43,UTEP Basketball 30,3,Gold
Caelyn,Campos,Purchase,65,Coachella 1,4,GA
Fernando,Guzman,Purchase,75,EDC,3,Gold
Martha,Rios-Lozano,Purchase,53,UTEP Wind Symphony 9,3,Bronze
Minnie,Mouse,Purchase,49,UTEP Wind Symphony 5,4,VIP
Elian,Pena Ramos,Purchase,24,UTEP Basketball 11,3,GA
Jason,Ortiz,Purchase,99,Ed Sheeran Mathematics Tour,3,VIP
Donald,Duck,Purchase,106,UTEP Alumni Band Reunion Concert,2,VIP
Luis,Zepeda-Rodriguez,Purchase,68,Minerpalooza,2,Bronze
Emilio,Rojero,Purchase,19,UTEP Basketball 6,6,Bronze
Caelyn,Campos,Purchase,5,UTEP Football 5,3,GA
Emilio,Rojero,Purchase,110,Banda MS Tour 2026,4,GA
Ursela,Mermaid,Purchase,45,UTEP Wind Symphony 1,6,VIP
Anisa,Hyder,Purchase,52,UTEP Wind Symphony 8,1,Gold
Sam,Alderete,Purchase,48,UTEP Wind Symphony 4,3,VIP
David,Bai,Purchase,23,UTEP Basketball 10,6,Gold
Adrian,Sifuentes,Purchase,2,UTEP Football 2,2,Silver
Daniel,Mejia,Purchase,70,UTEP Commencement 2,3,GA
Sam,Dominguez-Flores,Purchase,88,Coldplay: Viva La Vida Tour,1,Silver
Jason,Durulo,Purchase,84,Miner Choir Holiday Gala,6,VIP
Woody,Disney,Purchase,51,UTEP Wind Symphony 7,3,Silver
Aladdin,Disney,Purchase,37,UTEP Basketball 24,3,Bronze
Gabriel,Tovar,Purchase,21,UTEP Basketball 8,1,VIP
Hercules,Disney,Purchase,12,UTEP Football 12,6,Bronze
Gael,Argumedo,Purchase,6,UTEP Football 6,4,Silver
Thiaxi,Melendez Cepeda,Purchase,109,UTEP Miners vs. New Mexico (Basketball),3,GA
Francisco,Garcia,Purchase,1,UTEP Football 1,2,VIP
Isai,Nino Morales,Purchase,75,EDC,5,Silver
Stitch,Disney,Purchase,83,UTEP Fiesta Latina,4,Bronze
Simba,King,Purchase,4,UTEP Football 4,3,Gold
Kendra,Burton,Purchase,52,UTEP Wind Symphony 8,4,Gold
Daniel,Morales,Purchase,46,UTEP Wind Symphony 2,2,VIP
Fernando,Vargas,Purchase,8,UTEP Football 8,3,Bronze
Henry,Ng,Purchase,44,UTEP Basketball 31,1,Gold
Isaiah,Johnson,Purchase,68,Minerpalooza,4,Silver
Daniel,Cardenas,Purchase,69,UTEP Commencement 1,6,Gold
Daniel,Mejia,Purchase,19,UTEP Basketball 6,4,Bronze
Ares,Salazar,Purchase,20,UTEP Basketball 7,6,GA
Kid,Cuddi,Purchase,38,UTEP Basketball 25,2,VIP
Luis,Zepeda-Rodriguez,Purchase,41,UTEP Basketball 28,1,Silver
Captaiin,Hook,Purchase,83,UTEP Fiesta Latina,4,Silver
Ana,Rodriguez,Purchase,70,UTEP Commencement 2,3,VIP
Woody,Disney,Purchase,7,UTEP Football 7,5,GA
Pablo,Escobar,Purchase,20,UTEP Basketball 7,1,VIP
Brian,Casio Iracheta,Purchase,90,UTEP Cultural Arts Festival,2,VIP
Isai,Nino Morales,Purchase,85,UTEP Miners vs. UTSA (Football),5,GA
Anisa,Hyder,Purchase,106,UTEP Alumni Band Reunion Concert,3,Bronze
Julieta,Rodriguez,Purchase,14,UTEP Basketball 1,1,VIP
Cinderella,Disney,Purchase,71,UTEP Commencement 3,3,Silver
Isabela,Gaytan,Purchase,100,UTEP Miner Cook-Off,1,Gold
JohnMichael,Betancourt,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),4,Bronze
Isaiah,Johnson,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),3,Bronze
Jose,Ortiz Zarate,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,2,Silver
Ridley,Dean,Purchase,66,Coachella 2,1,VIP
Jason,Durulo,Purchase,22,UTEP Basketball 9,3,Bronze
Julieta,Rodriguez,Purchase,109,UTEP Miners vs. New Mexico (Basketball),5,GA
Ursela,Mermaid,Purchase,52,UTEP Wind Symphony 8,6,GA
Matthieu,Enriquez,Purchase,13,UTEP Football 13,3,GA
Ridley,Dean,Purchase,89,UTEP Miners Volleyball vs. Rice,6,Bronze
Scar,Lion,Purchase,9,UTEP Football 9,3,VIP
Isabel,Quinones,Purchase,103,Maná México Lindo Tour,6,VIP
Donald,Duck,Purchase,9,UTEP Football 9,2,Gold
Alondra,Tarango,Purchase,67,ACL,4,Gold
Alexa,Ramirez-Salinas,Purchase,14,UTEP Basketball 1,6,GA
Eugenio,Fernandez,Purchase,47,UTEP Wind Symphony 3,5,Gold
Jafar,Aladdin,Purchase,82,UTEP Miners vs. North Texas (Basketball),4,VIP
Pinocchio,Disney,Purchase,36,UTEP Basketball 23,2,VIP
Matthieu,Enriquez,Purchase,8,UTEP Football 8,5,Gold
Ares,Salazar,Purchase,36,UTEP Basketball 23,3,Bronze
Ursela,Mermaid,Purchase,7,UTEP Football 7,3,Gold
Ridley,Dean,Purchase,6,UTEP Football 6,2,Gold
Frida,Pena,Purchase,100,UTEP Miner Cook-Off,3,VIP
Jose,Ortiz Zarate,Purchase,72,UTEP Commencement 3,2,VIP
Kid,Cuddi,Purchase,92,UTEP Miners vs. SMU (Football),4,Bronze
Alex,Marquez,Purchase,77,UTEP Symphony Spring Concert,1,Gold
Machine,Learning,Purchase,7,UTEP Football 7,6,Silver
Deep,Learning,Purchase,57,Taylor Swift Live,6,GA
Aurora,Disney,Purchase,37,UTEP Basketball 24,6,Bronze
Mufassa,Disney,Purchase,51,UTEP Wind Symphony 7,6,Bronze
Mulan,Disney,Purchase,9,UTEP Football 9,6,VIP
George,Lopez,Purchase,2,UTEP Football 2,5,VIP
Alan,Villamil Cabrera,Purchase,102,UTEP Spring Carnival,4,Bronze
Juan,Reyes,Purchase,70,UTEP Commencement 2,1,Bronze
Taco,Bell,Purchase,103,Maná México Lindo Tour,3,GA
Miguel,Renteria,Purchase,103,Maná México Lindo Tour,4,Silver
Jasmine,Disney,Purchase,59,Bad Bunny Live,4,Bronze
Avery,Whittman,Purchase,99,Ed Sheeran Mathematics Tour,3,Gold
Kevin,Ayala Vilchis,Purchase,58,Drake Live,2,GA
Jafar,Aladdin,Purchase,57,Taylor Swift Live,1,Silver
Luis,Armado,Purchase,52,UTEP Wind Symphony 8,3,VIP
Eloy,Perez Quinones,Purchase,91,Bruno Mars 24K Magic Live,4,Gold
Mulan,Disney,Purchase,108,Miner Summer Bash,3,Bronze
Cia,Martin,Purchase,52,UTEP Wind Symphony 8,2,Bronze
Hercules,Disney,Purchase,109,UTEP Miners vs. New Mexico (Basketball),3,Bronze
Russel,Westbrook,Purchase,52,UTEP Wind Symphony 8,5,GA
Elian,Pena Ramos,Purchase,26,UTEP Basketball 13,1,Gold
Isabela,Gaytan,Purchase,85,UTEP Miners vs. UTSA (Football),4,Gold
Kaa,Disney,Purchase,112,Imagine Dragons Live,2,Gold
Sabina,Sosa,Purchase,70,UTEP Commencement 2,1,VIP
Kid,Cuddi,Purchase,57,Taylor Swift Live,1,GA
Gael,Argumedo,Purchase,33,UTEP Basketball 20,5,Gold
Dak,Prescot,Purchase,59,Bad Bunny Live,3,Silver
Shere,Khan,Purchase,36,UTEP Basketball 23,2,VIP
Daniel,Cardenas,Purchase,23,UTEP Basketball 10,2,Bronze
Michael,Close,Purchase,121,Miner Holiday Market,5,Bronze
Brian,Casio Iracheta,Purchase,108,Miner Summer Bash,3,Bronze
Gael,Argumedo,Purchase,83,UTEP Fiesta Latina,6,Gold
Daniel,Montellano Pinon,Purchase,67,ACL,1,Bronze
Kid,Cuddi,Purchase,89,UTEP Miners Volleyball vs. Rice,1,Bronze
Malachi,Rosas,Purchase,9,UTEP Football 9,3,Bronze
Daniel,Cardenas,Purchase,113,UTEP Miners vs. UAB (Football),3,VIP
Fernando,Guzman,Purchase,41,UTEP Basketball 28,4,Gold
Abigail,Galarza,Purchase,105,Miner Lights Winter Fest,6,GA
Gaston,Disney,Purchase,23,UTEP Basketball 10,1,GA
Chip,Disney,Purchase,29,UTEP Basketball 16,4,Gold
Caelyn,Campos,Purchase,35,UTEP Basketball 22,5,VIP
Jasmine,Disney,Purchase,63,Shakira Live,3,VIP
Sofia,Vergara,Purchase,74,ACL 2,4,GA
Jonus,Ronquillo,Purchase,53,UTEP Wind Symphony 9,6,Silver
Isai,Nino Morales,Purchase,29,UTEP Basketball 16,1,GA
Captaiin,Hook,Purchase,5,UTEP Football 5,4,VIP
Gael,Argumedo,Purchase,65,Coachella 1,3,VIP
Sebastian,Marquez,Purchase,49,UTEP Wind Symphony 5,2,Gold
Lebron,James,Purchase,52,UTEP Wind Symphony 8,1,GA
Ariel,Disney,Purchase,110,Banda MS Tour 2026,5,GA
Ares,Salazar,Purchase,61,RBD Live,1,Silver
Kid,Rock,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),1,Silver
Alan,Villamil Cabrera,Purchase,117,Metallica M72 World Tour,5,GA
Cia,Martin,Purchase,121,Miner Holiday Market,2,Gold
Mufassa,Disney,Purchase,61,RBD Live,5,VIP
Jesus,Munoz,Purchase,103,Maná México Lindo Tour,3,Bronze
Ana,Rodriguez,Purchase,24,UTEP Basketball 11,4,VIP
Brenden,Ucol,Purchase,69,UTEP Commencement 1,5,Gold
Carlo,Alonso,Purchase,1,UTEP Football 1,4,Bronze
Anisa,Hyder,Purchase,37,UTEP Basketball 24,6,Bronze
Isabel,Quinones,Purchase,59,Bad Bunny Live,2,Silver
Jesus,Munoz,Purchase,24,UTEP Basketball 11,2,Gold
Daniel,Reyes,Purchase,105,Miner Lights Winter Fest,3,Silver
Gael,Argumedo,Purchase,22,UTEP Basketball 9,2,Gold
Gael,Argumedo,Purchase,83,UTEP Fiesta Latina,2,VIP
Jason,Durulo,Purchase,52,UTEP Wind Symphony 8,6,Silver
Frida,Pena,Purchase,1,UTEP Football 1,2,Silver
Alondra,Tarango,Purchase,120,Miner Philharmonic Strings,6,Bronze
Hercules,Disney,Purchase,56,UTEP Wind Symphony 12,6,VIP
Luis,Armado,Purchase,53,UTEP Wind Symphony 9,2,Silver
Ariel,Disney,Purchase,8,UTEP Football 8,2,Gold
Isabela,Gaytan,Purchase,69,UTEP Commencement 1,5,Gold
Jonus,Ronquillo,Purchase,16,UTEP Basketball 3,6,Bronze
Water,Bottle,Purchase,12,UTEP Football 12,3,GA
Emmanuel,Barraza-Villa,Purchase,54,UTEP Wind Symphony 10,1,VIP
Burger,King,Purchase,61,RBD Live,2,Silver
Denisse,Loya,Purchase,114,Shakira World Tour 2026,2,Gold
Dale,Disney,Purchase,65,Coachella 1,5,Bronze
Mulan,Disney,Purchase,26,UTEP Basketball 13,3,Silver
Buzz,Lightyear,Purchase,45,UTEP Wind Symphony 1,1,Silver
Carlos,Rappa,Purchase,84,Miner Choir Holiday Gala,6,VIP
Jonus,Ronquillo,Purchase,19,UTEP Basketball 6,6,Gold
Anthony,Casillas,Purchase,55,UTEP Wind Symphony 11,2,GA
Isaiah,Johnson,Purchase,103,Maná México Lindo Tour,6,Silver
Adan,Zamorano,Purchase,53,UTEP Wind Symphony 9,5,Gold
Francisco,Garcia,Purchase,20,UTEP Basketball 7,6,VIP
Emily,Fernandez,Purchase,24,UTEP Basketball 11,6,Silver
Adrian,Sifuentes,Purchase,57,Taylor Swift Live,4,Bronze
Simba,Disney,Purchase,47,UTEP Wind Symphony 3,6,Bronze
James,Harden,Purchase,69,UTEP Commencement 1,6,Gold
Ximena,Apodaca,Purchase,53,UTEP Wind Symphony 9,4,Bronze
Kaa,Disney,Purchase,41,UTEP Basketball 28,5,Gold
Beast,Disney,Purchase,56,UTEP Wind Symphony 12,5,VIP
Isabela,Gaytan,Purchase,2,UTEP Football 2,3,VIP
Donald,Duck,Purchase,99,Ed Sheeran Mathematics Tour,3,VIP
First,Last,Purchase,30,UTEP Basketball 17,2,VIP
Daniel,Mejia,Purchase,94,Post Malone World Tour,5,Bronze
Juan,Reyes,Purchase,14,UTEP Basketball 1,4,VIP
Carlos,Rappa,Purchase,37,UTEP Basketball 24,3,GA
Prince,Eric,Purchase,94,Post Malone World Tour,6,VIP
Urvi,Beltran,Purchase,81,UTEP Jazz Ensemble Night,3,GA
Alondra,Mariscal,Purchase,44,UTEP Basketball 31,6,Bronze
First,Last,Purchase,24,UTEP Basketball 11,3,VIP
Jason,Durulo,Purchase,75,EDC,4,GA
Ana,Rodriguez,Purchase,32,UTEP Basketball 19,6,VIP
Ana,Rodriguez,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),4,GA
Ariel,Disney,Purchase,63,Shakira Live,3,Silver
Mickey,Mouse,Purchase,6,UTEP Football 6,2,Gold
Klay,Thompson,Purchase,108,Miner Summer Bash,5,GA
Julieta,Rodriguez,Purchase,42,UTEP Basketball 29,4,GA
Klay,Thompson,Purchase,6,UTEP Football 6,3,VIP
Evil,Queen,Purchase,100,UTEP Miner Cook-Off,4,Silver
Saul,Burns,Purchase,35,UTEP Basketball 22,1,GA
Deep,Learning,Purchase,52,UTEP Wind Symphony 8,3,Gold
Diego,Sanchez,Purchase,99,Ed Sheeran Mathematics Tour,3,Silver
Maurizio,Gonzalez,Purchase,35,UTEP Basketball 22,6,Gold
Ana,Rodriguez,Purchase,96,UTEP Miner Pride Week,3,Bronze
Michael,Close,Purchase,16,UTEP Basketball 3,1,Bronze
Jonathan,Gomez,Purchase,115,UTEP Miner Film Fest,2,GA
Urvi,Beltran,Purchase,24,UTEP Basketball 11,5,GA
James,Harden,Purchase,38,UTEP Basketball 25,4,GA
Mufassa,Disney,Purchase,10,UTEP Football 10,5,Gold
Belle,Disney,Purchase,121,Miner Holiday Market,4,Bronze
Armando,Levario Alvarez,Purchase,4,UTEP Football 4,5,Bronze
Kaa,Disney,Purchase,28,UTEP Basketball 15,3,GA
Jake,Mayers,Purchase,64,Justin Timberlake Live,1,Bronze
Emiliano,Garcia,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,5,Gold
Ariel,Disney,Purchase,49,UTEP Wind Symphony 5,4,Silver
Scar,Lion,Purchase,39,UTEP Basketball 26,3,Silver
Maurizio,Gonzalez,Purchase,94,Post Malone World Tour,3,Silver
George,Lopez,Purchase,50,UTEP Wind Symphony 6,4,Gold
Gabriel,Tovar,Purchase,55,UTEP Wind Symphony 11,1,Silver
Denisse,Loya,Purchase,33,UTEP Basketball 20,1,VIP
Jose,Ortiz Zarate,Purchase,85,UTEP Miners vs. UTSA (Football),4,Silver
Michael,Close,Purchase,60,Karol G Live,6,Gold
Tom,Holland,Purchase,10,UTEP Football 10,6,GA
Belle,Disney,Purchase,76,Lollapallooza,2,Bronze
Gael,Argumedo,Purchase,16,UTEP Basketball 3,6,Gold
Arturo,Flores,Purchase,103,Maná México Lindo Tour,4,Gold
Christina,Perez,Purchase,103,Maná México Lindo Tour,6,Bronze
Adan,Zamorano,Purchase,2,UTEP Football 2,4,Bronze
Alejandro,Solano,Purchase,33,UTEP Basketball 20,2,Bronze
Simba,King,Purchase,45,UTEP Wind Symphony 1,3,Bronze
Tenzin,Draduk,Purchase,90,UTEP Cultural Arts Festival,5,Bronze
Mickey,Mouse,Purchase,66,Coachella 2,5,Gold
Alex,Marquez,Purchase,107,The Weeknd: After Hours Til Dawn Tour,2,VIP
Ariel,Disney,Purchase,87,Miner Food & Brew Festival,6,Gold
Daniel,Montellano Pinon,Purchase,70,UTEP Commencement 2,2,Gold
Avery,Whittman,Purchase,24,UTEP Basketball 11,5,GA
JohnMichael,Betancourt,Purchase,120,Miner Philharmonic Strings,4,Gold
Francisco,Garcia,Purchase,29,UTEP Basketball 16,4,GA
George,Lopez,Purchase,107,The Weeknd: After Hours Til Dawn Tour,6,Silver
Frida,Pena,Purchase,103,Maná México Lindo Tour,1,GA
Minnie,Mouse,Purchase,99,Ed Sheeran Mathematics Tour,1,Bronze
Miguel,Renteria,Purchase,61,RBD Live,3,Bronze
Sam,Alderete,Purchase,88,Coldplay: Viva La Vida Tour,1,Bronze
Emily,Fernandez,Purchase,13,UTEP Football 13,4,Gold
Frida,Pena,Purchase,93,Miner Fest 2026,5,Gold
Ursela,Mermaid,Purchase,60,Karol G Live,1,Silver
Daniel,Reyes,Purchase,64,Justin Timberlake Live,3,GA
Lilo,Disney,Purchase,17,UTEP Basketball 4,1,GA
Donald,Duck,Purchase,10,UTEP Football 10,5,Gold
Ana,Rodriguez,Purchase,2,UTEP Football 2,3,Gold
Carlo,Alonso,Purchase,10,UTEP Football 10,5,Silver
Adan,Zamorano,Purchase,12,UTEP Football 12,6,GA
Luis,Zepeda-Rodriguez,Purchase,4,UTEP Football 4,5,GA
Kevin,Ayala Vilchis,Purchase,57,Taylor Swift Live,6,Gold
Diego,Sanchez,Purchase,120,Miner Philharmonic Strings,6,VIP
Eloy,Perez Quinones,Purchase,48,UTEP Wind Symphony 4,5,Gold
David,Bai,Purchase,83,UTEP Fiesta Latina,3,Gold
Gabriel,Tovar,Purchase,11,UTEP Football 11,2,Gold
Scar,Lion,Purchase,105,Miner Lights Winter Fest,2,GA
Isai,Nino Morales,Purchase,67,ACL,6,VIP
Aurora,Disney,Purchase,31,UTEP Basketball 18,5,Bronze
Chip,Disney,Purchase,21,UTEP Basketball 8,6,Bronze
Jesus,Munoz,Purchase,92,UTEP Miners vs. SMU (Football),6,Bronze
Patty,Martinez,Purchase,12,UTEP Football 12,3,VIP
Machine,Learning,Purchase,86,Los Ángeles Azules en Concierto,5,Bronze
Michael,Close,Purchase,79,Gloria Trevi Live in El Paso,6,GA
Lilo,Disney,Purchase,67,ACL,2,Bronze
Alexa,Ramirez-Salinas,Purchase,59,Bad Bunny Live,6,VIP
Ares,Salazar,Purchase,7,UTEP Football 7,6,Silver
Mufassa,Disney,Purchase,47,UTEP Wind Symphony 3,1,VIP
Shere,Khan,Purchase,69,UTEP Commencement 1,4,Silver
JohnMichael,Betancourt,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),5,VIP
Cruella,DeVil,Purchase,92,UTEP Miners vs. SMU (Football),5,Gold
Evelyn,Fang,Purchase,99,Ed Sheeran Mathematics Tour,3,Bronze
Buzz,Lightyear,Purchase,26,UTEP Basketball 13,6,GA
Caelyn,Campos,Purchase,89,UTEP Miners Volleyball vs. Rice,3,Gold
Tom,Holland,Purchase,30,UTEP Basketball 17,5,VIP
Pinocchio,Disney,Purchase,60,Karol G Live,4,Silver
Fernando,Vargas,Purchase,37,UTEP Basketball 24,3,VIP
Mulan,Disney,Purchase,85,UTEP Miners vs. UTSA (Football),1,GA
Luis,Armado,Purchase,121,Miner Holiday Market,2,Silver
Gael,Argumedo,Purchase,14,UTEP Basketball 1,3,GA
David,Bai,Purchase,8,UTEP Football 8,5,Bronze
Sabina,Sosa,Purchase,90,UTEP Cultural Arts Festival,2,Gold
Luis,Zepeda-Rodriguez,Purchase,99,Ed Sheeran Mathematics Tour,5,VIP
Raphael,Romero,Purchase,90,UTEP Cultural Arts Festival,5,VIP
Dak,Prescot,Purchase,69,UTEP Commencement 1,4,VIP
Peter,Pan,Purchase,25,UTEP Basketball 12,1,GA
Dale,Disney,Purchase,52,UTEP Wind Symphony 8,1,GA
Tenzin,Draduk,Purchase,96,UTEP Miner Pride Week,5,Bronze
Frida,Pena,Purchase,48,UTEP Wind Symphony 4,6,VIP
Caelyn,Campos,Purchase,45,UTEP Wind Symphony 1,1,Bronze
Carlos,Rappa,Purchase,40,UTEP Basketball 27,2,GA
Isabela,Gaytan,Purchase,23,UTEP Basketball 10,6,Bronze
Evelyn,Fang,Purchase,35,UTEP Basketball 22,3,VIP
Sam,Dominguez-Flores,Purchase,117,Metallica M72 World Tour,5,Bronze
Captaiin,Hook,Purchase,36,UTEP Basketball 23,5,VIP
Arturo,Flores,Purchase,115,UTEP Miner Film Fest,1,Bronze
Alejandro,Solano,Purchase,20,UTEP Basketball 7,4,Bronze
Pluto,Disney,Purchase,85,UTEP Miners vs. UTSA (Football),3,GA
Evil,Queen,Purchase,104,UTEP Miners vs. Liberty (Football),6,Silver
Emiliano,Huerta,Purchase,65,Coachella 1,4,VIP
Goofy,Disney,Purchase,20,UTEP Basketball 7,4,VIP
Aladdin,Disney,Purchase,103,Maná México Lindo Tour,3,Gold
Luis,Carreon,Purchase,13,UTEP Football 13,2,Bronze
Ana,Rodriguez,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),2,GA
Christina,Perez,Purchase,108,Miner Summer Bash,5,Gold
Adrian,Sifuentes,Purchase,86,Los Ángeles Azules en Concierto,4,Gold
Isabela,Gaytan,Purchase,25,UTEP Basketball 12,3,GA
Alex,Marquez,Purchase,36,UTEP Basketball 23,2,GA
Lucas,Esquivel,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),5,GA
Cia,Martin,Purchase,110,Banda MS Tour 2026,4,Gold
Evil,Queen,Purchase,55,UTEP Wind Symphony 11,6,Gold
David,Bai,Purchase,100,UTEP Miner Cook-Off,3,GA
Simba,Disney,Purchase,59,Bad Bunny Live,6,Bronze
Luis,Carreon,Purchase,2,UTEP Football 2,5,Bronze
Fernando,Guzman,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),4,GA
Dale,Disney,Purchase,115,UTEP Miner Film Fest,4,VIP
Prince,Eric,Purchase,31,UTEP Basketball 18,4,GA
Tom,Holland,Purchase,45,UTEP Wind Symphony 1,1,GA
Dale,Disney,Purchase,20,UTEP Basketball 7,4,GA
Sports,Fan,Purchase,72,UTEP Commencement 3,2,Gold
Cinderella,Disney,Purchase,16,UTEP Basketball 3,5,Gold
Alondra,Tarango,Purchase,48,UTEP Wind Symphony 4,3,VIP
Draymond,Green,Purchase,4,UTEP Football 4,4,VIP
Emily,Fernandez,Purchase,57,Taylor Swift Live,5,Gold
Martha,Rios-Lozano,Purchase,51,UTEP Wind Symphony 7,3,VIP
Diego,Sanchez,Purchase,31,UTEP Basketball 18,2,GA
Aladdin,Disney,Purchase,3,UTEP Football 3,5,Gold
Ursela,Mermaid,Purchase,90,UTEP Cultural Arts Festival,4,Gold
Maurizio,Gonzalez,Purchase,75,EDC,5,VIP
Saul,Burns,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),4,GA
Jonus,Ronquillo,Purchase,106,UTEP Alumni Band Reunion Concert,3,Gold
Carlo,Alonso,Purchase,22,UTEP Basketball 9,2,GA
Luis,Miguel,Purchase,53,UTEP Wind Symphony 9,4,Bronze
Pablo,Escobar,Purchase,79,Gloria Trevi Live in El Paso,1,Bronze
Jonathan,Gomez,Purchase,12,UTEP Football 12,2,Gold
Urvi,Beltran,Purchase,66,Coachella 2,2,Silver
Andrea,Villa,Purchase,72,UTEP Commencement 3,6,Gold
Martha,Rios-Lozano,Purchase,34,UTEP Basketball 21,4,Silver
Thiaxi,Melendez Cepeda,Purchase,109,UTEP Miners vs. New Mexico (Basketball),1,Silver
Jonathan,Gomez,Purchase,97,Grupo Frontera Tour 2026,6,GA
Fernando,Guzman,Purchase,33,UTEP Basketball 20,4,Gold
Abigail,Galarza,Purchase,71,UTEP Commencement 3,5,VIP
Matthieu,Enriquez,Purchase,2,UTEP Football 2,5,Silver
Evil,Queen,Purchase,89,UTEP Miners Volleyball vs. Rice,3,VIP
Armando,Levario Alvarez,Purchase,92,UTEP Miners vs. SMU (Football),5,Silver
Vera,Wang,Purchase,71,UTEP Commencement 3,2,Silver
Adrian,Sifuentes,Purchase,70,UTEP Commencement 2,2,GA
Jesus,Munoz,Purchase,8,UTEP Football 8,2,VIP
Ximena,Apodaca,Purchase,86,Los Ángeles Azules en Concierto,4,GA
Cinderella,Disney,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),2,Silver
Beast,Disney,Purchase,47,UTEP Wind Symphony 3,3,Gold
Oliver,Garcia Camarena,Purchase,91,Bruno Mars 24K Magic Live,5,Bronze
Pablo,Escobar,Purchase,106,UTEP Alumni Band Reunion Concert,1,Silver
Jesus,Munoz,Purchase,60,Karol G Live,5,Gold
Adan,Zamorano,Purchase,58,Drake Live,6,VIP
Alondra,Tarango,Purchase,118,UTEP Tech Expo,3,VIP
Cruella,DeVil,Purchase,15,UTEP Basketball 2,4,Gold
Water,Bottle,Purchase,8,UTEP Football 8,1,GA
Prince,Eric,Purchase,42,UTEP Basketball 29,6,GA
Matthieu,Enriquez,Purchase,112,Imagine Dragons Live,1,Silver
Water,Bottle,Purchase,83,UTEP Fiesta Latina,1,Bronze
Pablo,Escobar,Purchase,40,UTEP Basketball 27,3,VIP
Martha,Rios-Lozano,Purchase,66,Coachella 2,3,Silver
Eugenio,Fernandez,Purchase,7,UTEP Football 7,1,Gold
Daniel,Montellano Pinon,Purchase,21,UTEP Basketball 8,4,GA
Alan,Villamil Cabrera,Purchase,103,Maná México Lindo Tour,2,Bronze
Raphael,Romero,Purchase,118,UTEP Tech Expo,1,VIP
Cinderella,Disney,Purchase,54,UTEP Wind Symphony 10,3,GA
